Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,overtime_flag,business_travel_ord,dept_Sales,dept_RD,dept_HR,marital_Single,marital_Married,marital_Divorced,salary_percentile,promotion_gap_months,tenure_ratio
47,2,3,2,1,2,3,2426,1,15,3,1,2,22,4,2,9,4,1,9,1,1,1,0,0,0,1,0,0.050111429481056985,1.0,0.391304347826087
20,6,4,2,3,5,3,14907,4,15,4,4,0,2,6,4,0,0,0,0,0,0,0,1,0,1,0,0,0.505880959898958,0.0,0.0
53,2,2,3,4,3,3,7847,1,25,4,4,2,24,4,3,5,0,1,5,0,2,0,1,0,0,1,0,0.1787180296810862,1.0,0.2
51,24,4,1,3,1,4,16841,6,13,3,2,2,14,1,3,7,7,1,7,0,1,0,1,0,0,0,1,0.6299731607199243,1.0,0.4666666666666667
39,15,2,2,4,5,2,18538,4,19,3,3,0,5,0,2,0,0,0,0,0,2,1,0,0,0,0,1,0.8607449856733524,0.0,0.0
52,6,3,4,2,2,4,9293,8,17,4,2,0,16,1,4,0,0,0,0,0,1,1,0,0,0,1,0,0.3448583253740847,0.0,0.0
34,8,5,1,2,5,3,14501,4,19,3,2,2,24,0,2,1,1,1,1,1,0,0,1,0,1,0,0,0.4838174928954847,1.0,0.04
45,12,5,4,1,1,4,19322,3,20,3,2,3,32,0,4,3,2,1,3,0,2,0,1,0,0,1,0,0.8597252920745184,1.0,0.09090909090909091
20,7,4,1,3,1,4,6282,6,18,3,4,0,2,5,1,1,0,1,1,0,1,0,0,1,0,1,0,0.16441567139189642,1.0,0.3333333333333333
47,2,5,3,3,1,4,9805,1,22,4,1,2,22,4,4,6,6,1,5,0,1,0,1,0,0,1,0,0.2572229239027471,1.0,0.2608695652173913
48,3,1,1,3,4,2,19986,9,24,3,3,1,17,1,2,4,4,4,2,1,1,0,1,0,1,0,0,0.9904089043258605,4.0,0.2222222222222222
35,4,1,1,3,4,4,1300,4,25,3,2,2,3,1,4,0,0,0,0,1,0,1,0,0,0,0,1,0.010315186246418338,0.0,0.0
41,2,2,3,2,4,2,19198,9,24,3,3,2,30,1,1,18,9,4,10,0,0,0,1,0,1,0,0,0.8429902115566782,4.0,0.5806451612903226
57,6,2,4,1,1,4,8719,1,12,3,3,3,36,4,1,10,6,1,6,0,1,0,1,0,1,0,0,0.213017050836754,1.0,0.2702702702702703
44,10,1,3,3,5,4,19958,2,24,3,4,2,4,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0.9778575939374803,0.0,0.0
32,14,1,1,2,4,3,13693,9,24,4,3,3,24,3,3,4,2,1,4,0,1,1,0,0,0,1,0,0.5733205985354982,1.0,0.16
53,7,4,1,2,5,2,14479,1,18,4,3,3,33,4,4,20,13,3,13,0,1,1,0,0,0,0,1,0.6131805157593123,3.0,0.5882352941176471
27,19,1,4,3,5,4,13767,7,17,3,3,2,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0.4446242500789391,0.0,0.0
38,2,4,1,3,5,2,5784,4,24,3,3,3,27,1,4,2,1,2,2,0,1,1,0,0,1,0,0,0.18739255014326647,2.0,0.07142857142857142
39,4,5,4,1,3,2,3282,2,23,3,1,0,8,0,3,2,2,1,2,0,0,0,1,0,0,1,0,0.043811177770760976,1.0,0.2222222222222222
26,14,1,4,1,3,2,17636,0,17,3,2,1,10,5,1,0,0,0,0,0,1,0,0,1,1,0,0,0.7546601183167764,0.0,0.0
47,7,1,3,1,4,2,9392,7,21,3,1,1,16,0,4,9,9,1,6,1,0,0,1,0,0,1,0,0.2402904957372908,1.0,0.5294117647058824
45,22,4,3,1,4,2,5078,4,23,3,1,0,30,5,3,3,2,2,3,0,1,1,0,0,0,1,0,0.1589302769818529,2.0,0.0967741935483871
25,9,1,1,4,3,2,16144,0,18,3,3,2,10,4,3,3,3,3,2,0,1,0,1,0,1,0,0,0.5819782128197032,3.0,0.2727272727272727
46,8,3,2,3,2,4,8867,8,16,3,1,0,25,0,3,2,2,1,1,0,1,0,1,0,1,0,0,0.21881907167666562,1.0,0.07692307692307693
58,20,3,4,2,2,4,10294,7,13,3,1,3,33,4,2,28,15,3,15,0,2,0,1,0,0,1,0,0.2791679823176508,3.0,0.8235294117647058
46,4,1,2,2,4,1,18184,9,20,3,3,0,31,1,2,6,3,2,6,0,1,0,1,0,1,0,0,0.7403694347963372,2.0,0.1875
42,5,2,2,2,4,2,15335,4,16,3,2,1,23,6,2,2,2,2,2,0,1,0,1,0,0,1,0,0.5318519103252289,2.0,0.08333333333333333
56,6,2,4,3,1,3,8191,2,25,3,3,2,32,6,2,3,3,1,3,0,1,1,0,0,1,0,0,0.29461954791467687,1.0,0.09090909090909091
43,10,3,2,4,5,4,17785,3,25,3,2,2,36,5,3,19,14,1,11,0,1,0,0,1,0,1,0,0.7669382743609778,1.0,0.5135135135135135
29,7,2,1,1,5,1,13636,6,24,3,1,0,14,1,3,5,4,3,4,0,1,0,1,0,1,0,0,0.4370461004104831,3.0,0.3333333333333333
34,6,3,4,3,3,1,5042,4,19,3,3,2,14,6,4,1,1,1,1,0,1,0,1,0,1,0,0,0.0888853804862646,1.0,0.06666666666666667
59,16,1,2,3,2,1,14907,4,25,3,3,3,38,1,2,35,17,4,16,1,1,1,0,0,0,1,0,0.637886023559376,4.0,0.8974358974358975
23,24,3,1,1,3,3,6431,9,16,3,2,3,14,2,1,1,1,1,0,1,1,0,0,1,1,0,0,0.17033151021319343,1.0,0.06666666666666667
38,7,5,4,2,2,2,16129,2,21,3,2,3,21,3,4,9,9,6,3,0,1,0,1,0,0,1,0,0.5808730659930533,6.0,0.4090909090909091
23,3,4,2,3,4,1,19987,5,19,4,4,1,0,3,1,0,0,0,0,1,1,0,1,0,0,1,0,0.9908430691506157,0.0,0.0
55,18,5,4,1,2,3,17153,4,13,3,4,0,38,6,3,14,5,1,6,0,0,1,0,0,0,1,0,0.7712193568927094,1.0,0.358974358974359
53,24,1,1,1,4,1,16437,8,24,3,3,3,39,0,3,33,16,2,16,1,1,0,1,0,0,0,1,0.600923586990843,2.0,0.825
27,11,3,4,4,3,3,11773,8,13,3,1,2,13,6,4,0,0,0,0,0,1,0,1,0,1,0,0,0.34559520050521,0.0,0.0
24,19,1,1,1,4,1,1898,6,23,4,1,3,6,4,4,3,1,2,3,0,1,0,0,1,0,1,0,0.01975666927112401,2.0,0.42857142857142855
25,3,5,4,3,2,1,1420,0,20,3,3,0,6,3,3,1,1,1,1,0,1,1,0,0,1,0,0,0.01419929958611907,1.0,0.14285714285714285
35,2,4,2,2,1,4,14978,9,20,3,2,2,34,5,1,2,2,2,1,0,1,1,0,0,1,0,0,0.6416427889207259,2.0,0.05714285714285714
49,3,1,1,4,4,2,10382,0,23,3,2,3,34,1,3,8,5,1,3,0,1,0,0,1,1,0,0,0.34200245563120885,1.0,0.22857142857142856
35,4,2,1,3,4,1,4835,6,15,3,3,1,12,4,1,6,6,1,2,0,1,0,0,1,0,0,1,0.11206607880343789,1.0,0.46153846153846156
30,11,1,3,4,1,2,13299,7,23,3,3,2,17,6,1,2,2,2,2,0,1,1,0,0,0,0,1,0.5495702005730659,2.0,0.1111111111111111
20,15,4,3,2,4,4,13673,3,24,3,1,3,0,4,3,0,0,0,0,0,1,0,0,1,0,1,0,0.5040741154146668,0.0,0.0
35,8,4,1,3,5,3,12196,6,21,4,3,3,13,2,1,11,11,1,9,0,1,0,1,0,1,0,0,0.3660009472687086,1.0,0.7857142857142857
34,6,3,4,4,5,3,19557,7,20,4,1,1,3,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0.8935112093463846,0.0,0.0
29,2,2,2,1,3,4,16957,4,24,3,4,0,8,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0.6388538048626461,0.0,0.0
51,9,4,4,3,1,2,17544,0,25,4,3,1,26,1,3,5,5,1,5,1,2,0,1,0,0,1,0,0.6858225449952636,1.0,0.18518518518518517
21,9,4,1,1,5,2,14852,1,18,3,4,1,0,6,2,0,0,0,0,1,0,0,1,0,0,1,0,0.5034338490685191,0.0,0.0
54,4,2,1,3,1,1,19889,5,23,4,3,1,35,1,3,22,9,7,15,0,1,0,1,0,0,1,0,0.9578070729396906,7.0,0.6111111111111112
39,12,1,3,1,2,4,17052,1,24,3,2,1,35,5,4,10,5,2,8,0,1,0,0,1,0,1,0,0.7090077017524278,2.0,0.2777777777777778
34,3,4,2,3,4,1,4421,1,21,4,4,1,19,6,2,10,10,1,3,1,1,1,0,0,0,1,0,0.13263291945240369,1.0,0.5
51,3,5,1,2,1,3,6954,6,23,3,2,1,16,0,4,2,2,1,2,0,2,0,1,0,1,0,0,0.14702399747395012,1.0,0.11764705882352941
48,2,3,2,2,4,1,5444,6,24,3,4,2,20,0,4,0,0,0,0,0,1,1,0,0,1,0,0,0.1731932505571474,0.0,0.0
48,13,5,3,4,3,4,13408,0,25,4,2,3,18,4,4,0,0,0,0,0,1,0,1,0,0,0,1,0.42642879696874014,0.0,0.0
39,6,4,3,2,4,1,3786,6,12,3,4,1,9,6,4,3,3,3,3,1,2,0,1,0,1,0,0,0.055336280391537734,3.0,0.3
29,7,2,2,3,3,1,17503,8,22,3,2,0,9,1,3,0,0,0,0,0,1,0,1,0,1,0,0,0.6815993053362804,0.0,0.0
35,7,1,1,1,2,2,17981,8,21,4,3,0,28,6,3,15,3,3,8,0,1,0,1,0,0,1,0,0.7218187559204294,3.0,0.5172413793103449
57,4,1,1,1,4,3,15461,0,20,4,3,0,30,3,4,21,9,4,14,0,1,0,0,1,1,0,0,0.6076571045875656,4.0,0.6774193548387096
52,2,5,4,4,4,4,1919,0,18,3,3,0,31,5,2,10,6,2,3,1,1,1,0,0,0,1,0,0.031900668576886344,2.0,0.3125
24,3,2,3,2,4,1,8967,4,16,3,4,1,8,1,4,5,5,1,5,0,2,0,1,0,1,0,0,0.22280549415850964,1.0,0.5555555555555556
57,10,5,3,4,1,4,7980,2,15,3,4,0,27,5,3,3,3,1,2,0,1,1,0,0,0,1,0,0.28468640560331104,1.0,0.10714285714285714
45,8,2,4,4,4,3,5659,3,22,3,1,1,10,2,3,1,1,1,1,0,1,0,1,0,0,1,0,0.1078702241869277,1.0,0.09090909090909091
34,8,5,4,3,4,2,6224,7,23,3,1,1,20,2,2,7,7,1,7,0,1,0,1,0,0,1,0,0.12436848752762868,1.0,0.3333333333333333
28,16,5,2,1,4,1,3862,7,24,4,3,0,8,1,3,8,8,4,8,0,1,1,0,0,0,0,1,0.10971028334925183,4.0,0.8888888888888888
48,13,5,4,1,3,4,1935,5,21,3,3,0,28,1,2,24,13,4,15,1,1,0,1,0,1,0,0,0.014564256394063783,4.0,0.8275862068965517
38,22,1,1,3,3,3,11980,9,15,3,2,3,28,6,1,10,5,4,9,0,0,0,0,1,0,1,0,0.41578301149681884,4.0,0.3448275862068966
59,6,4,2,2,5,1,15593,3,21,3,3,1,16,0,2,1,1,1,1,0,1,0,1,0,0,0,1,0.547797600252605,1.0,0.058823529411764705
39,15,3,4,4,5,2,9334,8,24,4,2,3,9,6,2,2,2,2,2,0,0,1,0,0,0,1,0,0.3466411970709965,2.0,0.2
39,16,4,4,2,3,1,4199,8,24,3,3,0,20,4,4,14,11,6,8,0,1,0,1,0,0,1,0,0.06571676665614146,6.0,0.6666666666666666
46,5,4,2,4,3,4,19599,2,24,3,4,3,11,0,2,1,1,1,1,0,1,0,1,0,0,1,0,0.9003789074834228,1.0,0.08333333333333333
47,6,4,1,3,3,1,7242,3,23,3,2,0,13,5,4,1,1,1,1,0,1,0,1,0,0,1,0,0.1566940322071361,1.0,0.07142857142857142
27,21,3,4,3,3,1,10475,9,21,3,2,3,16,3,1,1,1,1,1,0,1,1,0,0,1,0,0,0.4026106335561923,1.0,0.058823529411764705
50,2,3,4,1,3,4,1189,6,20,3,4,2,21,4,2,8,4,2,8,1,1,1,0,0,1,0,0,0.0066857688634192934,2.0,0.36363636363636365
44,20,3,3,4,5,1,11212,5,24,3,1,2,36,6,4,22,9,2,12,0,1,0,1,0,1,0,0,0.32037417113988004,2.0,0.5945945945945946
57,12,5,1,4,2,3,3142,6,25,3,4,1,20,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0.040416798231765076,1.0,0.047619047619047616
48,4,3,4,3,3,1,9290,9,19,3,3,2,19,1,1,1,1,1,1,0,2,0,0,1,0,0,1,0.28797856903672286,1.0,0.05
53,19,1,4,1,5,2,10302,5,15,3,1,2,22,2,4,3,1,1,3,0,1,0,0,1,1,0,0,0.33843062841835025,1.0,0.13043478260869565
19,14,3,1,4,5,1,3141,5,20,3,2,2,1,2,3,0,0,0,0,0,2,0,1,0,1,0,0,0.040377328702241866,0.0,0.0
43,2,2,1,4,3,1,14247,1,24,3,1,1,24,6,3,3,3,1,3,0,1,1,0,0,0,1,0,0.6007004138809297,1.0,0.12
25,4,1,2,1,5,3,9223,2,23,3,1,0,9,6,1,0,0,0,0,0,1,1,0,0,1,0,0,0.3414836039477873,0.0,0.0
59,15,1,4,3,1,2,16249,8,24,3,2,0,35,3,3,6,6,1,4,1,2,0,0,1,1,0,0,0.658778881571604,1.0,0.16666666666666666
59,7,4,1,3,5,1,9299,9,16,4,1,2,36,5,1,15,10,4,8,0,1,0,1,0,0,0,1,0.23665929902115568,4.0,0.40540540540540543
41,18,1,1,2,5,3,18451,3,16,3,3,0,12,6,3,12,12,9,12,1,1,1,0,0,0,1,0,0.8559057624960204,9.0,0.9230769230769231
28,11,1,4,3,4,1,8968,6,25,4,2,1,1,2,3,0,0,0,0,0,1,0,0,1,1,0,0,0.27447259738810137,0.0,0.0
29,8,4,4,4,4,1,14632,1,21,3,1,1,11,5,3,0,0,0,0,0,2,1,0,0,1,0,0,0.6219675262655205,0.0,0.0
47,10,4,1,4,1,1,19963,8,25,4,2,2,28,1,1,7,7,2,3,0,2,0,0,1,1,0,0,0.9897309967630316,2.0,0.2413793103448276
44,4,3,4,1,1,2,4777,1,21,3,4,3,31,3,2,17,13,1,7,0,0,1,0,0,0,1,0,0.1469595670168736,1.0,0.53125
51,8,3,4,3,1,2,13968,1,13,3,3,1,24,3,2,4,4,4,1,0,1,1,0,0,0,1,0,0.5869468322190385,4.0,0.16
47,12,1,2,4,2,2,15268,5,24,3,1,1,17,2,2,11,6,5,6,0,1,0,1,0,1,0,0,0.5276286706662456,5.0,0.6111111111111112
51,3,3,3,3,5,4,14732,9,24,3,1,3,39,5,2,22,8,4,11,0,1,0,1,0,0,1,0,0.49684243763814334,4.0,0.55
24,14,4,1,3,3,4,15977,5,14,3,3,0,3,0,4,0,0,0,0,0,1,1,0,0,1,0,0,0.6994587710920089,0.0,0.0
19,15,2,1,4,5,3,17753,8,24,3,3,2,0,1,4,0,0,0,0,0,2,0,1,0,0,0,1,0.7037811809283233,0.0,0.0
60,7,3,1,2,4,2,17007,2,24,3,3,1,40,2,2,37,16,4,16,0,1,0,1,0,1,0,0,0.6429191664035365,4.0,0.9024390243902439
59,25,3,2,1,5,4,16432,0,17,4,3,2,40,6,4,16,9,1,10,0,1,0,1,0,1,0,0,0.6004894221660878,1.0,0.3902439024390244
46,8,5,2,4,1,3,4181,3,25,3,2,3,23,3,1,10,8,1,9,0,0,0,1,0,0,1,0,0.06536154089043258,1.0,0.4166666666666667
50,4,3,1,2,1,4,5941,4,17,3,1,0,36,0,1,20,10,1,6,0,1,1,0,0,0,1,0,0.19369627507163323,1.0,0.5405405405405406
37,8,2,2,4,4,2,6556,4,23,3,3,3,13,4,3,0,0,0,0,0,1,0,1,0,1,0,0,0.13435427849700032,0.0,0.0
59,5,2,2,3,5,4,18825,9,25,3,1,2,39,5,4,20,14,4,9,0,2,0,1,0,1,0,0,0.8016261446163562,4.0,0.5
41,10,4,3,4,4,1,15827,4,19,3,2,2,12,5,3,1,1,1,1,0,2,0,1,0,1,0,0,0.5616119355857279,1.0,0.07692307692307693
57,5,1,1,1,5,1,17121,6,24,3,1,1,31,4,4,3,1,2,3,0,0,0,1,0,0,1,0,0.6515235238395959,2.0,0.09375
56,6,4,4,4,4,2,7999,8,25,3,4,1,36,4,2,5,5,3,5,0,1,0,0,1,1,0,0,0.23384306284183504,3.0,0.13513513513513514
48,7,4,3,2,5,3,20000,2,17,3,3,3,32,5,1,10,5,2,10,0,0,0,1,0,0,1,0,1.0,2.0,0.30303030303030304
40,8,2,3,2,3,2,13605,2,22,3,4,2,8,6,2,6,6,1,5,0,1,1,0,0,1,0,0,0.5677809614772366,1.0,0.6666666666666666
27,5,3,4,4,1,3,8516,7,22,3,2,1,11,2,3,4,4,3,4,0,1,1,0,0,0,0,1,0.3097739573384273,3.0,0.3333333333333333
52,2,4,4,1,4,2,2576,8,22,3,2,3,31,3,1,15,7,1,13,0,2,0,0,1,0,1,0,0.03783904453622056,1.0,0.46875
19,17,4,1,3,1,3,19191,6,23,3,2,0,1,5,2,0,0,0,0,1,1,0,1,0,1,0,0,0.8417666561414588,0.0,0.0
30,13,5,4,1,5,1,13342,0,15,3,3,3,15,1,4,4,3,3,4,0,1,1,0,0,0,1,0,0.5522445081184336,3.0,0.25
22,14,2,3,3,2,3,11566,0,23,3,3,2,5,1,3,0,0,0,0,0,2,0,1,0,1,0,0,0.336872434480581,0.0,0.0
19,15,2,1,3,1,2,19129,1,19,4,4,2,1,1,4,0,0,0,0,0,1,1,0,0,1,0,0,0.9069723018147087,0.0,0.0
35,2,2,3,1,5,1,17096,2,18,3,1,0,20,3,4,1,1,1,1,0,2,1,0,0,0,1,0,0.7675262655205348,1.0,0.047619047619047616
46,9,3,2,4,4,4,19453,2,25,4,3,0,28,5,2,1,1,1,1,1,1,0,1,0,0,1,0,0.8783549100094726,1.0,0.034482758620689655
30,5,1,1,4,1,1,18638,7,19,3,3,3,8,0,2,1,1,1,1,0,1,0,1,0,0,1,0,0.782049257972845,1.0,0.1111111111111111
50,2,5,3,3,2,1,14148,5,25,4,2,3,27,4,2,5,3,3,4,0,1,0,1,0,0,1,0,0.4640432586043574,3.0,0.17857142857142858
60,20,1,2,1,3,2,15547,9,23,3,1,1,40,4,2,34,17,2,15,0,0,0,1,0,1,0,0,0.5450347331859804,2.0,0.8292682926829268
59,4,2,2,4,5,4,19615,5,20,3,2,2,40,3,2,33,17,2,17,1,0,0,1,0,0,1,0,0.9031023050205241,2.0,0.8048780487804879
31,10,1,1,4,1,3,19865,9,20,3,4,2,7,5,3,0,0,0,0,0,1,1,0,0,1,0,0,0.9763132760267431,0.0,0.0
39,4,4,3,2,5,4,6527,5,19,4,4,1,8,4,4,2,2,2,2,0,1,0,0,1,0,1,0,0.1734568590244447,2.0,0.2222222222222222
57,4,5,3,1,4,1,15973,6,19,4,3,1,28,4,2,6,6,1,5,0,1,0,1,0,0,1,0,0.5710056836122513,1.0,0.20689655172413793
24,5,2,1,4,2,2,19158,2,22,4,1,3,6,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0.8380565203662772,0.0,0.0
23,5,2,3,1,2,3,4767,9,20,3,2,2,8,5,3,1,1,1,0,0,0,1,0,0,0,1,0,0.1463865011142948,1.0,0.1111111111111111
53,6,3,2,1,3,1,15238,5,25,4,2,0,33,6,4,11,5,1,9,0,1,1,0,0,1,0,0,0.655396370582617,1.0,0.3235294117647059
56,12,5,1,3,2,3,18586,3,25,3,2,1,32,2,4,13,7,1,7,0,1,0,1,0,0,0,1,0.7770760972529207,1.0,0.3939393939393939
19,2,4,1,1,5,4,19766,3,16,3,2,0,1,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0.9315598358067572,0.0,0.0
36,7,2,4,2,1,1,3432,1,16,4,2,2,18,3,1,9,8,1,7,0,1,0,1,0,1,0,0,0.04752131354594253,1.0,0.47368421052631576
20,3,4,1,2,2,4,4114,6,15,3,3,2,1,6,3,1,1,1,1,0,1,0,1,0,0,1,0,0.06366435112093465,1.0,0.5
28,11,4,2,1,5,4,12516,6,23,3,2,0,13,5,1,2,2,1,2,1,1,1,0,0,0,0,1,0.5085641515440943,1.0,0.14285714285714285
50,6,5,1,4,5,4,7517,8,17,3,4,0,20,3,2,9,4,3,2,0,1,0,1,0,0,0,1,0.16679823176507735,3.0,0.42857142857142855
26,15,5,1,2,2,1,17553,2,25,4,2,1,12,1,1,2,2,2,2,1,1,0,0,1,0,1,0,0.7482978010938721,2.0,0.15384615384615385
29,6,2,4,2,5,1,18262,9,13,3,4,3,24,5,2,2,1,1,2,0,1,0,1,0,0,1,0,0.7471976634038522,1.0,0.08
23,6,2,4,3,2,3,15685,1,19,3,3,2,1,5,3,0,0,0,0,0,0,1,0,0,0,1,0,0.6829035339063992,0.0,0.0
53,4,2,3,4,3,2,18684,8,24,4,2,2,38,2,3,31,15,1,14,0,1,1,0,0,1,0,0,0.8718242597898759,1.0,0.7948717948717948
43,3,1,2,1,5,3,12357,5,17,3,1,0,16,4,3,12,9,1,12,0,1,1,0,0,0,1,0,0.4997134670487106,1.0,0.7058823529411765
54,6,2,2,2,5,3,4778,6,24,3,4,3,37,1,1,15,10,1,9,1,1,1,0,0,1,0,0,0.14708691499522444,1.0,0.39473684210526316
52,4,2,4,4,5,2,19975,5,19,3,1,2,39,0,4,18,6,2,13,1,1,1,0,0,1,0,0,0.9932505571474053,2.0,0.45
46,5,1,1,1,3,2,12036,5,19,3,3,2,15,4,2,2,2,2,2,0,2,0,1,0,1,0,0,0.3579886327754973,2.0,0.125
47,6,2,2,4,3,2,7286,2,17,3,3,0,17,1,1,3,3,2,3,0,0,1,0,0,1,0,0,0.25342247691817893,2.0,0.16666666666666666
32,5,5,4,1,4,3,4537,6,20,3,4,1,9,2,3,3,3,1,3,0,1,1,0,0,1,0,0,0.1375994906080866,1.0,0.3
24,6,5,1,4,1,1,11598,5,18,3,4,0,6,5,3,0,0,0,0,0,1,0,1,0,0,1,0,0.33821439848437007,0.0,0.0
28,4,2,2,1,5,3,17923,1,22,3,2,2,21,4,3,3,3,2,3,0,1,0,1,0,0,1,0,0.7172797600252605,2.0,0.13636363636363635
41,8,5,3,3,4,2,4818,8,16,3,1,1,9,0,1,8,3,2,7,0,0,0,0,1,0,1,0,0.11083826319901775,2.0,0.8
21,14,5,4,1,4,1,18419,1,17,3,2,1,1,4,2,0,0,0,0,0,1,0,0,1,1,0,0,0.8185065297466235,0.0,0.0
47,16,4,2,2,1,2,19292,3,23,3,2,1,31,5,3,22,13,3,8,0,1,0,1,0,0,1,0,0.8562125039469529,3.0,0.6875
45,3,2,1,1,5,2,9574,9,25,4,2,0,32,2,4,7,3,1,1,0,1,0,1,0,1,0,0,0.24775023681717714,1.0,0.21212121212121213
35,3,3,1,1,5,2,16462,9,18,3,3,1,25,3,2,3,2,2,3,1,1,0,0,1,0,1,0,0.6711686572162072,2.0,0.11538461538461539
23,22,2,1,3,5,4,19027,1,18,4,4,3,5,5,3,1,1,1,1,1,1,0,1,0,0,1,0,0.8235317335017367,1.0,0.16666666666666666
47,3,2,4,3,1,2,18851,5,15,3,1,2,20,4,4,1,1,1,1,0,0,0,1,0,1,0,0,0.8037969687401326,1.0,0.047619047619047616
52,5,3,2,2,2,1,16902,3,23,4,1,0,31,6,2,6,6,4,6,1,1,1,0,0,1,0,0,0.7558739255014326,4.0,0.1875
54,6,2,3,1,3,3,1508,4,25,3,1,1,35,3,4,15,7,2,7,1,1,1,0,0,1,0,0,0.017319325055714742,2.0,0.4166666666666667
58,11,2,3,2,2,3,11021,0,24,3,1,1,37,5,3,24,10,2,14,0,1,0,1,0,0,1,0,0.31224344805809917,2.0,0.631578947368421
34,10,4,2,4,5,4,14891,5,14,3,2,1,17,0,2,3,3,2,3,0,1,0,1,0,0,1,0,0.505131038838017,2.0,0.16666666666666666
60,5,3,3,1,5,2,17712,2,25,3,2,3,40,0,1,34,14,7,16,0,1,0,1,0,0,0,1,0.7003473318598042,7.0,0.8292682926829268
33,14,3,4,3,1,2,9279,0,24,3,4,3,4,0,2,0,0,0,0,1,2,0,1,0,1,0,0,0.23567256078307547,0.0,0.0
53,2,1,4,1,5,1,5897,0,24,3,4,1,26,5,2,2,2,1,2,1,1,0,0,1,1,0,0,0.1501283625404621,1.0,0.07407407407407407
53,3,3,2,1,1,2,9239,1,18,3,1,2,34,5,4,32,11,1,15,0,1,0,1,0,0,1,0,0.2339359014840543,1.0,0.9142857142857143
51,3,1,2,2,2,3,15253,3,12,4,3,3,30,4,2,15,13,1,8,0,1,0,0,1,0,1,0,0.5957138073445697,1.0,0.4838709677419355
30,22,4,4,2,2,3,7425,1,24,3,3,2,13,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.259471505889844,1.0,0.07142857142857142
57,4,1,4,1,5,1,19699,5,14,3,4,1,34,5,1,20,15,1,10,1,1,1,0,0,1,0,0,0.9577204711875199,1.0,0.5714285714285714
30,3,5,3,2,4,1,1535,3,16,3,2,2,14,6,1,0,0,0,0,1,0,0,0,1,0,1,0,0.01216653644379953,0.0,0.0
59,2,2,4,1,3,3,14626,2,17,3,3,1,39,2,2,20,7,2,6,0,1,0,0,1,1,0,0,0.5574282844067419,2.0,0.5
46,16,2,2,2,4,4,11936,3,22,3,2,3,23,3,1,9,4,2,9,1,2,0,1,0,0,0,1,0.35360751499842125,2.0,0.375
28,10,5,2,3,1,4,8439,0,24,3,1,1,21,4,4,3,3,3,3,0,1,1,0,0,1,0,0,0.30652658389048076,3.0,0.13636363636363635
35,15,3,4,1,2,1,1402,2,12,3,2,2,19,5,4,8,1,1,8,0,1,1,0,0,0,1,0,0.013371537726838587,1.0,0.4
60,18,3,2,2,3,2,5625,6,25,3,3,2,40,4,1,5,5,1,5,1,1,0,0,1,1,0,0,0.13963612010269003,1.0,0.12195121951219512
36,4,1,4,2,5,1,13072,1,25,4,2,0,3,4,4,0,0,0,0,0,2,0,0,1,0,1,0,0.4711463332961268,0.0,0.0
49,22,2,1,3,4,3,12842,9,25,3,1,0,28,4,4,8,4,1,4,1,1,1,0,0,0,0,1,0.5255014326647565,1.0,0.27586206896551724
34,24,1,2,3,3,3,19562,8,24,3,3,1,9,6,1,2,2,2,2,0,2,0,1,0,0,1,0,0.894340069466372,2.0,0.2
43,9,3,4,2,4,3,13295,9,25,3,1,0,10,4,2,1,1,1,1,0,0,0,0,1,1,0,0,0.4839825873423373,1.0,0.09090909090909091
36,3,5,1,1,4,2,1610,2,17,3,3,1,17,2,2,10,10,2,10,0,1,0,0,1,0,1,0,0.013394352048219668,2.0,0.5555555555555556
47,3,2,2,3,2,2,9333,9,22,3,2,2,11,0,2,4,4,2,2,1,2,0,1,0,1,0,0,0.23752762867066624,2.0,0.3333333333333333
24,19,4,3,1,4,1,15809,1,17,4,2,0,16,5,1,4,4,4,2,1,1,0,1,0,0,0,1,0.5606646668771709,4.0,0.23529411764705882
52,19,1,2,3,4,2,6958,2,16,3,3,3,32,0,4,17,14,1,15,0,1,1,0,0,0,0,1,0.23750397962432346,1.0,0.5151515151515151
54,17,4,3,1,2,3,19989,9,25,3,4,0,38,4,4,22,11,3,10,0,1,1,0,0,0,1,0,0.996370582617001,3.0,0.5641025641025641
37,16,2,3,1,1,3,15063,5,23,4,3,0,9,6,3,1,0,1,1,1,1,1,0,0,0,1,0,0.6468640560331105,1.0,0.1
30,2,1,1,2,5,3,18711,1,22,3,3,2,6,4,4,0,0,0,0,0,2,0,0,1,0,0,1,0.8449603750418574,0.0,0.0
46,7,4,3,2,3,2,1699,9,15,4,4,0,20,1,3,7,6,2,7,0,1,1,0,0,0,1,0,0.022731614135625598,2.0,0.3333333333333333
